company_name,ticker,company_name_norm
大戸屋ホールディングス,2705,大戸屋ホールディングス
久世,2708,久世
アクセリア,271A,アクセリア
ジェイホールディングス,2721,ジェイホールディングス
ＩＫホールディングス,2722,ＩＫホールディングス
パルグループホールディングス,2726,パルグループホールディングス
エディオン,2730,エディオン
あらた,2733,あらた
サーラコーポレーション,2734,サーラコーポレーション
ワッツ,2735,ワッツ
フェスタリアホールディングス,2736,フェスタリアホールディングス
トーメンデバイス,2737,トーメンデバイス
ＳＢＩ　サウジアラビア株式上場投信,273A,ＳＢＩ サウジアラビア株式上場投信
ハローズ,2742,ハローズ
ピクセルカンパニーズ,2743,ピクセルカンパニーズ
北雄ラッキー,2747,北雄ラッキー
ＪＰホールディングス,2749,ＪＰホールディングス
ガーデン,274A,ガーデン
石光商事,2750,石光商事
テンポスホールディングス,2751,テンポスホールディングス
フジオフードグループ本社,2752,フジオフードグループ本社
あみやき亭,2753,あみやき亭
東京エレクトロン　デバイス,2760,東京エレクトロン デバイス
ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,2762,ＳＡＮＫＯ ＭＡＲＫＥＴＩＮＧ ＦＯＯＤＳ
エフティグループ,2763,エフティグループ
ひらまつ,2764,ひらまつ
円谷フィールズホールディングス,2767,円谷フィールズホールディングス
双日,2768,双日
ヴィレッジヴァンガードコーポレーション,2769,ヴィレッジヴァンガードコーポレーション
ククレブ・アドバイザーズ,276A,ククレブ・アドバイザーズ
新都ホールディングス,2776,新都ホールディングス
パレモ・ホールディングス,2778,パレモ・ホールディングス
グロービング,277A,グロービング
コメ兵ホールディングス,2780,コメ兵ホールディングス
セリア,2782,セリア
アルフレッサ　ホールディングス,2784,アルフレッサ ホールディングス
アップルインターナショナル,2788,アップルインターナショナル
カルラ,2789,カルラ
Ｔｅｒｒａ　Ｄｒｏｎｅ,278A,Ｔｅｒｒａ Ｄｒｏｎｅ
ナフコ,2790,ナフコ
大黒天物産,2791,大黒天物産
ハニーズホールディングス,2792,ハニーズホールディングス
日本プリメックス,2795,日本プリメックス
ファーマライズホールディングス,2796,ファーマライズホールディングス
ワイズテーブルコーポレーション,2798,ワイズテーブルコーポレーション
インターグ,279A,インターグ
キッコーマン,2801,キッコーマン
味の素,2802,味の素
ブルドックソース,2804,ブルドックソース
ヱスビー食品,2805,ヱスビー食品
ユタカフーズ,2806,ユタカフーズ
キユーピー,2809,キユーピー
ＴＭＨ,280A,ＴＭＨ
ハウス食品グループ本社,2810,ハウス食品グループ本社
カゴメ,2811,カゴメ
和弘食品,2813,和弘食品
佐藤食品工業,2814,佐藤食品工業
アリアケジャパン,2815,アリアケジャパン
ダイショー,2816,ダイショー
ピエトロ,2818,ピエトロ
エバラ食品工業,2819,エバラ食品工業
インフォメティス,281A,インフォメティス
やまみ,2820,やまみ
グローバルＸ　半導体・トップ１０－日本株式　ＥＴＦ,282A,グローバルＸ 半導体・トップ１０－日本株式 ＥＴＦ
はごろもフーズ,2831,はごろもフーズ
グローバルＸ　フィンテック－日本株式　ＥＴＦ,2836,グローバルＸ フィンテック－日本株式 ＥＴＦ
グローバルＸ　中小型リーダーズ－日本株式　ＥＴＦ,2837,グローバルＸ 中小型リーダーズ－日本株式 ＥＴＦ
ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,2838,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）
ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,2839,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）
グローバルＸ　ＵＳ　テック・配当貴族　ＥＴＦ,283A,グローバルＸ ＵＳ テック・配当貴族 ＥＴＦ
ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,2840,ｉＦｒｅｅＥＴＦ ＮＡＳＤＡＱ１００（為替ヘッジなし）
ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）,2841,ｉＦｒｅｅＥＴＦ ＮＡＳＤＡＱ１００（為替ヘッジあり）
ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,2842,ｉＦｒｅｅＥＴＦ ＮＡＳＤＡＱ１００インバース
上場インデックスファンド豪州国債（為替ヘッジあり）,2843,上場インデックスファンド豪州国債（為替ヘッジあり）
上場インデックスファンド豪州国債（為替ヘッジなし）,2844,上場インデックスファンド豪州国債（為替ヘッジなし）
ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,2845,ＮＥＸＴ ＦＵＮＤＳ ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,2846,ＮＥＸＴ ＦＵＮＤＳ ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信
グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,2847,グローバルＸ 新成長インフラ－日本株式 ＥＴＦ
グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,2848,グローバルＸ ＭＳＣＩ 気候変動対応－日本株式 ＥＴＦ
グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,2849,グローバルＸ Ｍｏｒｎｉｎｇｓｔａｒ 高配当 ＥＳＧ－日本株式 ＥＴＦ
フクヤ建設,284A,フクヤ建設
ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,2851,ｉシェアーズ ＭＳＣＩ ジャパンＳＲＩ ＥＴＦ
ｉシェアーズ　グリーンＪリート　ＥＴＦ,2852,ｉシェアーズ グリーンＪリート ＥＴＦ
ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,2853,ｉシェアーズ 気候リスク調整世界国債 ＥＴＦ（除く日本・為替ヘッジあり）
グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,2854,グローバルＸ テック・トップ２０－日本株式 ＥＴＦ
グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,2855,グローバルＸ グリーン・Ｊ－ＲＥＩＴ ＥＴＦ
ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,2856,ｉシェアーズ 米国債３－７年 ＥＴＦ（為替ヘッジあり）
ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,2857,ｉシェアーズ ドイツ国債 ＥＴＦ（為替ヘッジあり）
グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,2858,グローバルＸ 日経２２５ カバード・コール ＥＴＦ（プレミアム再投資型）
ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,2859,ＮＥＸＴ ＦＵＮＤＳ ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信
キオクシアホールディングス,285A,キオクシアホールディングス
ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,2860,ＮＥＸＴ ＦＵＮＤＳ ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信
上場インデックスファンドフランス国債（為替ヘッジなし）,2861,上場インデックスファンドフランス国債（為替ヘッジなし）
上場インデックスファンドフランス国債（為替ヘッジあり）,2862,上場インデックスファンドフランス国債（為替ヘッジあり）
グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ,2864,グローバルＸ ロジスティクス・ＲＥＩＴ ＥＴＦ
グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,2865,グローバルＸ ＮＡＳＤＡＱ１００・カバード・コール ＥＴＦ
グローバルＸ　米国優先証券　ＥＴＦ,2866,グローバルＸ 米国優先証券 ＥＴＦ
グローバルＸ　自動運転＆ＥＶ　ＥＴＦ,2867,グローバルＸ 自動運転＆ＥＶ ＥＴＦ
グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,2868,グローバルＸ Ｓ＆Ｐ５００・カバード・コール ＥＴＦ
ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ,2869,ｉＦｒｅｅＥＴＦ ＮＡＳＤＡＱ１００レバレッジ
ユカリア,286A,ユカリア
ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,2870,ｉＦｒｅｅＥＴＦ ＮＡＳＤＡＱ１００ダブルインバース
ニチレイ,2871,ニチレイ
セイヒョー,2872,セイヒョー
横浜冷凍,2874,横浜冷凍
東洋水産,2875,東洋水産
デルソーレ,2876,デルソーレ
日東ベスト,2877,日東ベスト
黒田グループ,287A,黒田グループ
イートアンドホールディングス,2882,イートアンドホールディングス
大冷,2883,大冷
ヨシムラ・フード・ホールディングス,2884,ヨシムラ・フード・ホールディングス
ラクサス・テクノロジーズ,288A,ラクサス・テクノロジーズ
日本食品化工,2892,日本食品化工
石井食品,2894,石井食品
日清食品ホールディングス,2897,日清食品ホールディングス
ウェルディッシュ,2901,ウェルディッシュ
シノブフーズ,2903,シノブフーズ
一正蒲鉾,2904,一正蒲鉾
あじかん,2907,あじかん
フジッコ,2908,フジッコ
Ｓｙｎｓｐｅｃｔｉｖｅ,290A,Ｓｙｎｓｐｅｃｔｉｖｅ
ロック・フィールド,2910,ロック・フィールド
旭松食品,2911,旭松食品
日本たばこ産業,2914,日本たばこ産業
ケンコーマヨネーズ,2915,ケンコーマヨネーズ
仙波糖化工業,2916,仙波糖化工業
大森屋,2917,大森屋
わらべや日洋ホールディングス,2918,わらべや日洋ホールディングス
リスキル,291A,リスキル
なとり,2922,なとり
サトウ食品,2923,サトウ食品
イフジ産業,2924,イフジ産業
篠崎屋,2926,篠崎屋
ＡＦＣ－ＨＤアムスライフサイエンス,2927,ＡＦＣ－ＨＤアムスライフサイエンス
ファーマフーズ,2929,ファーマフーズ
エスアイイー,292A,エスアイイー
北の達人コーポレーション,2930,北の達人コーポレーション
ユーグレナ,2931,ユーグレナ
ＳＴＩフードホールディングス,2932,ＳＴＩフードホールディングス
紀文食品,2933,紀文食品
ジェイフロンティア,2934,ジェイフロンティア
ピックルスホールディングス,2935,ピックルスホールディングス
ベースフード,2936,ベースフード
サンクゼール,2937,サンクゼール
オカムラ食品工業,2938,オカムラ食品工業
ＢＡＢＹ　ＪＯＢ,293A,ＢＡＢＹ ＪＯＢ
ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,294A,ＮＥＸＴ ＦＵＮＤＳ ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信
Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,295A,Ｏｎｅ ＥＴＦ ＦＴＳＥ・サウジアラビア・インデックス
日本調理機,2961,日本調理機
テクニスコ,2962,テクニスコ
令和アカウンティング・ホールディングス,296A,令和アカウンティング・ホールディングス
グッドライフカンパニー,2970,グッドライフカンパニー
エスコンジャパンリート投資法人,2971,エスコンジャパンリート投資法人
サンケイリアルエステート投資法人,2972,サンケイリアルエステート投資法人
スター・マイカ・ホールディングス,2975,スター・マイカ・ホールディングス
ツクルバ,2978,ツクルバ
ＳＯＳｉＬＡ物流リート投資法人,2979,ＳＯＳｉＬＡ物流リート投資法人
アルピコホールディングス,297A,アルピコホールディングス
ＳＲＥホールディングス,2980,ＳＲＥホールディングス
ランディックス,2981,ランディックス
ＡＤワークスグループ,2982,ＡＤワークスグループ
アールプランナー,2983,アールプランナー
ヤマイチエステート,2984,ヤマイチエステート
ファーストステージ,2985,ファーストステージ
ＬＡホールディングス,2986,ＬＡホールディングス
東海道リート投資法人,2989,東海道リート投資法人
ＧＶＡ　ＴＥＣＨ,298A,ＧＶＡ ＴＥＣＨ
アイダ設計,2990,アイダ設計
ランドネット,2991,ランドネット
アーバンライク,2992,アーバンライク
長栄,2993,長栄
アンサーホールディングス,2994,アンサーホールディングス
ジェイレックス・コーポレーション,2995,ジェイレックス・コーポレーション
ストレージ王,2997,ストレージ王
クリアル,2998,クリアル
ホームポジション,2999,ホームポジション
クラシル,299A,クラシル
片倉工業,3001,片倉工業
グンゼ,3002,グンゼ
ヒューリック,3003,ヒューリック
神栄,3004,神栄
ＭＩＣ,300A,ＭＩＣ
ポラリス・ホールディングス,3010,ポラリス・ホールディングス
バナーズ,3011,バナーズ
インデックス,301A,インデックス
アプライド,3020,アプライド
パシフィックネット,3021,パシフィックネット
ラサ商事,3023,ラサ商事
クリエイト,3024,クリエイト
アルペン,3028,アルペン
ビースタイルホールディングス,302A,ビースタイルホールディングス
ハブ,3030,ハブ
ラクーンホールディングス,3031,ラクーンホールディングス
クオールホールディングス,3034,クオールホールディングス
