sbti_id,company_name,isin,lei,organization_type,location,region,sector,near_term_status,near_term_target_classification,near_term_target_year,long_term_status,long_term_target_classification,long_term_target_year,net_zero_status,net_zero_year,full_target_language,ba15_status,ba15_date,target_classification_long,reason_for_extension_or_removal,date_updated
40015397,SUMCO Corporation,JP3322930003,353800SUSRUOM0V6KU92,Corporate,Japan,Asia,Semiconductors and Semiconductors Equipment,Targets set,1.5°C,2030,,,,,,"Near-Term Targets: SUMCO Corporation commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2023 base year. SUMCO Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods and upstream transportation and distribution 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,10/07/2025
40012155,RELOCATION JAPAN. LIMITED.,NA,NA,Corporate,Japan,Asia,Real Estate,Targets set,1.5°C,FY2034,,,,,,"Near-Term Targets: 
RELOCATION JAPAN LIMITED. commits to reduce absolute scope 1 and 2 GHG emissions 58.8% by FY2034 from a FY2023 base year. RELOCATION JAPAN LIMITED. also commits to reduce scope 3 GHG emissions 63.80% per million JPY value added within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,29/05/2025
40009825,"DAIKIN INDUSTRIES, LTD",JP3481800005,549300Y7FWSTSHMW5Y57,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2031,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: DAIKIN INDUSTRIES,LTD. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: DAIKIN INDUSTRIES,LTD. commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by FY2031 from a FY2020 base year.  DAIKIN INDUSTRIES,LTD. also commits to reduce scope 3 GHG emissions 55% per JPY value added within the same timeframe.  Long-Term Targets: DAIKIN INDUSTRIES,LTD. commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2050 from a FY2020 base year. DAIKIN INDUSTRIES,LTD. also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,14/08/2025
40001059,"SANKI ENGINEERING CO., LTD.",JP3325600009,NA,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: 
SANKI ENGINEERING CO.,LTD. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050.
Near-Term Targets: 
SANKI ENGINEERING CO.,LTD. commits to reduce absolute scope 1 and 2 GHG emissions 52.16% by FY2030 from a FY2020 base year.
SANKI ENGINEERING CO.,LTD. commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.
Long-Term Targets: 
SANKI ENGINEERING CO.,LTD. commits to reduce absolute scope 1, 2 and 3 GHG emissions 90% by FY2050 from a FY2020 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,28/11/2024
40008677,"EIKEN CHEMICAL CO., LTD.",JP3160700005,NA,Corporate,Japan,Asia,Healthcare Equipment and Supplies,Targets set,1.5°C,FY2030,,,,,,"EIKEN CHEMICAL CO., LTD. commits to reduce absolute scope 1 and
2 GHG emissions 56% by FY2030 from a FY2021 base year. EIKEN
CHEMICAL CO., LTD. also commits to reduce absolute scope 3 GHG
emissions 25% by FY2030 from a FY2022 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,28/03/2024
40005755,"Sumitomo Bakelite Co., Ltd.",JP3409400003,NA,Corporate,Japan,Asia,Chemicals,Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets: 
Sumitomo Bakelite Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 48% by FY2030 from a FY2021 base year. Sumitomo Bakelite Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, upstream transportation and distribution, waste generated in operations and end of life treatment of sold products 25% within the same timeframe.  ",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,08/05/2025
40003581,"DKK Co.,Ltd.",,,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2029,,,,,,"Near-Term Targets: DKK Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 42.4% by FY2029 from a FY2019 base year. DKK Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold products 45% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,30/10/2025
40009334,"NITTOBO MEDICAL Co.,Ltd",NA,NA,Corporate,Japan,Asia,"Pharmaceuticals, Biotechnology and Life Sciences",Targets set,1.5°C,FY2030,,,,,,"Nittobo Medical Co.,Ltd commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from FY2022 base year. Nittobo Medical Co.,Ltd also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,17/10/2024
40003820,MITSUBISHI LOGISTICS CORPORATION,JP3902000003,,Corporate,Japan,Asia,Air Freight Transportation and Logistics,Targets set,1.5°C,FY2030,,,,,,Near-Term Targets: Mitsubishi Logistics Corporation commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2022 base year. Mitsubishi Logistics Corporation also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,19/12/2024
40005961,Zeon Corporation,JP3725400000,529900UEFURDYZ4F4U10,Corporate,Japan,Asia,Chemicals,Targets set,1.5°C,FY2030,,,,,,Zeon Corporation commits to reduce absolute scope 1 and 2 GHG emissions 42.0% by FY2030 from a FY2020 base year. Zeon Corporation commits to reduce absolute scope 3 GHG emissions from purchased goods and services and fuel and energy related activities 25.0% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,25/04/2024
40013377,Taikisha Ltd.,JP3441200007,,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,,,,,,Taikisha Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2022 base year. Taikisha Ltd. also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,05/12/2024
40012363,NICHIAS Corporation,JP3660400007,,Corporate,Japan,Asia,Chemicals,Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets: NICHIAS Corporation commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2021 base year. NICHIAS Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, fuel and energy-related activities, and use of sold products 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,13/03/2025
40006598,"SAYCO Building Management Co., Ltd",NA,NA,Corporate,Japan,Asia,"Trading Companies and Distributors, and Commercial Services and Supplies",Targets set,1.5°C,FY2030,,,,,,"SAYCO Building Management Co., Ltd. commits to reduce absolute
scope 1 and 2 GHG emissions 42% by FY2030 from a FY2021 base
year. SAYCO Building Management Co., Ltd. also commits to reduce
absolute scope 3 GHG emissions 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,02/05/2024
40002334,"Alps Alpine Co., Ltd.",JP3126400005,529900PWNU4ASLY9VI90,Corporate,Japan,Asia,Automobiles and Components,Targets set,1.5°C,FY2030,,,,,,"Alps Alpine commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2030 from a FY2021 base year. Alps Alpine also commits to
reduce absolute scope 3 GHG emissions from purchased goods and services, upstream transportation and distribution and use of sold
products 25% within the same timeframe",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,09/05/2024
40010995,Ichigo Inc.,JP3120010008,NA,Corporate,Japan,Asia,Real Estate,Targets set,1.5°C,FY2030,,,,,,Ichigo commits to reduce absolute scope 1 and 2 GHG emissions 70.0% by FY2030 from a FY2022 base year. Ichigo also commits to reduce absolute scope 3 GHG emissions 25.0% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,16/05/2024
40002199,Seiko Group Corporation,JP3414700009,NA,Corporate,Japan,Asia,"Textiles, Apparel, Footwear and Luxury Goods",Targets set,1.5°C,FY2030,,,,,,"Seiko Group Corporation commits to reduce absolute scope 1 and 2
GHG emissions 42% by FY2030 from a FY2022 base year. Seiko Group
Corporation also commits to reduce absolute scope 3 GHG emissions
from purchased goods and services and use of sold products 25% within
the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,16/05/2024
40008018,Kurita Water Industries Ltd.,JP3270000007,52990086GS2ON69UMX34,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: 
Kurita Water Industries Ltd. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050.
Near-Term Targets: 
Kurita Water Industries Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 80% by FY2030 from a FY2019 base year.* Kurita Water Industries Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, use of sold products and downstream leased assets 30% within the same timeframe.*
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.
Long-Term Targets: 
Kurita Water Industries Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2050 from a FY2019 base year.* Kurita Water Industries Ltd. also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.*
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,01/05/2025
40010390,"Shin Nippon Air Technologies Co., Ltd.",JP3380250005,NA,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets:
Shin Nippon Air Technologies Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 60.6% by FY2030 from a FY2021 base year.
Shin Nippon Air Technologies Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,17/07/2025
40006852,"MACNICA HOLDINGS, INC.",JP3862960006,,Corporate,Japan,Asia,"Trading Companies and Distributors, and Commercial Services and Supplies",Targets set,1.5°C,FY2030,,,,,,"MACNICA HOLDINGS, INC. commits to reduce absolute scopes 1 and 2 GHG emissions 42% by FY2030 from FY2022. MACNICA HOLDINGS, INC. commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,13/06/2024
40012215,"Sanyo Special Steel Co., Ltd.",JP3342000001,353800W8GAQF6S13HA33,Corporate,Japan,Asia,"Mining - Iron, Aluminum, Other Metals",Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets: Sanyo Special Steel Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2021 base year. Sanyo Special Steel Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,20/02/2025
40002034,"GMO Payment Gateway, Inc",JP3385890003,353800Q6U21E2PM83F86,Corporate,Japan,Asia,Software and Services,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: GMO Payment Gateway, Inc commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: GMO Payment Gateway, Inc commits to maintain zero absolute scope 1 GHG emissions from FY2021 through FY2030. GMO Payment Gateway, Inc also commits to reduce absolute scope 2 GHG emissions 100% within the same timeframe. GMO Payment Gateway, Inc further commits to reduce scope 3 GHG emissions from purchased goods and services and use of sold products 55% per new terminals in operation within the same timeframe.  Long-Term Targets: GMO Payment Gateway, Inc commits to maintain zero absolute scope 1 GHG emissions from FY2030 through FY2050 from a FY2021 base year. GMO Payment Gateway, Inc also commits to maintain a minimum of 100% absolute scope 2 GHG emissions reduction from FY2030 through FY2050 from a FY2021 base year. GMO Payment Gateway, Inc further commits to reduce absolute scope 3 GHG emissions 90% by FY2050 from a FY2021 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,21/08/2025
40007427,Toyo Tire Corporation,JP3610600003,529900Y41RD7VQM9RF75,Corporate,Japan,Asia,Tires,Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets: Toyo Tire Corporation commits to reduce absolute scope 1 and 2 GHG emissions 46.20% by FY2030 from a FY2019 base year. Toyo Tire Corporation commits that 89.00% of its suppliers by emissions covering purchased goods and services, will have science-based targets by FY2029.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,09/01/2025
40014436,"T.HASEGAWA CO.,LTD.",JP3768500005,,Corporate,Japan,Asia,Chemicals,Targets set,1.5°C,FY2034,,,,,,"Near-Term Targets: T.HASEGAWA CO.,LTD. commits to reduce absolute scope 1 and 2 GHG emissions 58.8% by FY2034 from a FY2024 base year. T.HASEGAWA CO.,LTD. also commits that 80.0% of its suppliers by emissions covering purchased goods and services, will have science-based targets by FY2029.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,16/10/2025
40007397,"Sumitomo Seika Chemicals Company, Limited.",JP3405600002,,Corporate,Japan,Asia,Chemicals,Targets set,1.5°C,FY2033,,,,,,"SUMITOMO SEIKA CHEMICALS CO., LTD. commits to reduce absolute scope 1 and 2 GHG emissions 54.6% by FY2033 from a FY2022 base year. SUMITOMO SEIKA CHEMICALS CO., LTD. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and end of life treatment of sold products 32.5% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,01/08/2024
40010155,YAMASHIN-FILTER CORP.,JP3936600000,,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2030,,,,,,Near-Term Targets: YAMASHIN-FILTER CORP. commits to reduce absolute scope 1 and 2 GHG emissions 49% by FY2030 from a FY2021 base year. YAMASHIN-FILTER CORP. also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,17/04/2025
40004201,Pioneer Corporation,,,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2030,,,,,,Near-Term Targets: Pioneer Corporation commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2020 base year. Pioneer Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold products 42% within the same timeframe. Pioneer Corporation commits that 10% of its suppliers by emissions covering purchased goods and services will have science-based targets by FY2029.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,01/05/2025
40003386,"OSAKI ELECTRIC CO.,LTD.",JP3187600006,,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2030,,,,,,Near-Term Targets: Osaki Electric co. ltd commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2023 base year. Osaki Electric co. ltd commits to reduce absolute scope 3 GHG emissions  from purchased goods and services and use of sold products 25% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,27/03/2025
40005822,"MAEZAWA KASEI INDUSTRIES CO., LTD.",JP3860250004,,Corporate,Japan,Asia,Building Products,Targets set,1.5°C,FY2030,,,,,,"MAEZAWA KASEI INDUSTRIES CO., LTD. commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2022 base year.
MAEZAWA KASEI INDUSTRIES CO., LTD. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 25% within the same timeframe. ",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,19/12/2024
40003445,"KOKUYO Co.,Ltd.",JP3297000006,3538001EN1YX65H42410,Corporate,Japan,Asia,"Consumer Durables, Household and Personal Products",Targets set,1.5°C,2030,,,,,,"KOKUYO Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2022 base year. KOKUYO Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 25% within the same timeframe. KOKUYO Co., Ltd. further commits that 12.5% of its suppliers by emissions covering purchased goods and services will have science-based targets by 2028.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,15/08/2024
40013128,"Credit Saison Co., Ltd.",JP3271400008,NA,Corporate,Japan,Asia,"Specialized Financial Services, Consumer Finance, Insurance Brokerage Firms",Targets set,1.5°C,FY2030,,,,,,"Credit Saison Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 44% by FY2030 from a FY2020 base year. Credit Saison Co.,Ltd. also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,29/08/2024
40014124,EBARA CORPORATION,JP3166000004,353800UV8U3SOMCDTI49,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,2030,,,,,,"Near-Term Targets: 
EBARA CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2018 base year.* EBARA CORPORATION also commits to reduce absolute scope 3 GHG emissions from use of sold products 25% by 2030 from a 2021 base year. *The target boundary includes land-related emissions and removals from bioenergy feedstocks.  ",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,08/05/2025
40001398,"Taiyo Yuden Co., Ltd.",JP3452000007,,Corporate,Japan,Asia,Technology Hardware and Equipment,Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets: TAIYO YUDEN CO., LTD. commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2020 base year. TAIYO YUDEN CO., LTD. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and fuel- and energy-related activities 25% by FY2030 from a FY2021 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,10/04/2025
40007558,"Medical Data Vision Co., Ltd.",JP3921250001,NA,Corporate,Japan,Asia,Software and Services,Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets: Medical Data Vision Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2023 base year. Medical Data Vision Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 25% by FY2030 from a FY2023 base year. ",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,06/03/2025
40003339,"EXEO Group, Inc.",JP3254200003,NA,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,,,,,,"EXEO Group, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 43.9% by FY2030 from a FY2020 base year. EXEO Group, Inc. also commits to reduce absolute scope 3 GHG emissions 25.0% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,29/08/2024
40008906,"Tera Probe,Inc.",JP3546550009,NA,Corporate,Japan,Asia,Semiconductors and Semiconductors Equipment,Targets set,1.5°C,2030,,,,,,"Tera Probe, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2022 base year. Tera Probe, Inc. also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,12/06/2025
40003676,"Sogo Printing Co., Ltd.",,,Corporate,Japan,Asia,"Trading Companies and Distributors, and Commercial Services and Supplies",Targets set,1.5°C,2030,,,,,,"Near-Term Targets: Sogo Printing Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2023 base year. Sogo Printing Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,09/01/2025
40008206,NAMICS CORPORATION,,,Corporate,Japan,Asia,Chemicals,Targets set,1.5°C,FY2032,,,,,,NAMICS CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2029 from a FY2019 base year. NAMICS CORPORATION also commits to reduce absolute scope 3 GHG emissions 30% by FY2032 from a FY2022 base year.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,05/09/2024
40014597,"DAI-DAN CO.,LTD.",JP3486000007,NA,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2029,,,,,,"DAI-DAN CO.,LTD. commits to reduce absolute scope 1 and 2 GHG emissions 49.1% by FY2029 from a FY2019 base year. DAI-DAN CO.,LTD. also commits to reduce absolute scope 3 GHG emissions from use of sold products 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,31/10/2024
40012893,SIIX Corporation,JP3346700002,NA,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,2030,,,,,,SIIX Corporation commits to reduce absolute scope 1 and 2 GHG emissions 95.6% by 2030 from a 2021 base year. SIIX Corporation also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,12/09/2024
40008022,Comforia Residential REIT Inc.,JP3047540004,353800BJ2SV3UPG9JU05,Corporate,Japan,Asia,Real Estate,Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets: Comforia Residential REIT, Inc commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2022 base year. Comforia Residential REIT, Inc also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.  ",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,06/03/2025
40008319,"CBC CO., LTD",,353800C4D9QHT0HV3P11,Corporate,Japan,Asia,"Trading Companies and Distributors, and Commercial Services and Supplies",Targets set,1.5°C,FY2034,,,,,,"Near-Term Targets: CBC Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 58.8% by FY2034 from a FY2022 base year. CBC Co., Ltd. commits that 80% of its suppliers by emissions covering purchased goods and services, will have science-based targets by FY2029.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,10/04/2025
40014097,Nitto Denko Corporation,JP3684000007,3538009GX5P09USH2J25,Corporate,Japan,Asia,Chemicals,Targets set,1.5°C,FY2030,,,,,,"Nitto Denko Corporation commits to reduce absolute scope 1 and 2 GHG emissions 46.3% by FY2030 from a FY2020 base year.
Nitto Denko Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, fuel-and energy-related activities, upstream transportation and distribution, waste generated in operations and end-of-life treatment of sold products 25% by FY2030 from a FY2022 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,05/09/2024
40012273,"AOMI CONSTRUCTION CO.,LTD.",,,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets: AOMI CONSTRUCTION CO.,LTD. commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2023 base year. AOMI CONSTRUCTION CO.,LTD. also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,08/05/2025
40006769,Lintec Corporation,JP3977200009,3538002YOJO0IAM1PD28,Corporate,Japan,Asia,Chemicals,Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets: LINTEC Corporation commits to reduce absolute scope 1 and 2 GHG emissions 52% by FY2030 from a FY2021 base year.* LINTEC Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 25% within the same timeframe.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks. ",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,07/08/2025
40007660,SANYO SHOKAI LTD.,NA,NA,Corporate,Japan,Asia,"Textiles, Apparel, Footwear and Luxury Goods",Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets: SANYO SHOKAI LTD. commits to reduce absolute scope 1 and 2 GHG emissions 52% by FY2030 from a FY2019 base year. SANYO SHOKAI LTD. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, fuel- and energy-related activities, upstream transportation and distribution, and end-of-life treatment of sold products 30% within the same timeframe. ",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,24/04/2025
40008424,"Integrated Design & Engineering Holdings Co., Ltd.",JP3104770007,,Corporate,Japan,Asia,Professional Services,Targets set,1.5°C,FY2030,,,,,,"Near-Term Targets: Integrated Design & Engineering Holdings Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2023 base year. Integrated Design & Engineering Holdings Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,01/05/2025
40010657,"Wacom Co., Ltd.",JP3993400005,353800R3B771OQOQPT02,Corporate,Japan,Asia,Technology Hardware and Equipment,Targets set,1.5°C,FY2030,,,,,,"Wacom Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 80% by FY2030 from a FY2021 base year. Wacom Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,31/10/2024
